"id","data_venda","cliente","vendedor","produto","categoria","fornecedor","quantidade","valor_venda","valor_custo"
22175,"2017-02-03","Raissa Pinto","RAFAELA LIMA","GELADEIRA BRASTEMP","ELETRODOMESTICOS","BRASTEMP",3,"3000.00","2463.00"
22176,"2017-03-21","Leonardo Pinto","RAFAELA LIMA","SMART TV SAMSUNG 52","TV E AUDIO","SAMSUNG",4,"4300.00","3800.00"
22177,"2015-01-16","Kauê Fernandes","ANTONIO JESUS","TSQL TUNING","LIVROS","MICROSOFT",2,"90.00","75.00"
22178,"2016-08-14","Thaís Barbosa","LILIAN SALINAS","MOCHILA NOTEBOOK 14 POL","INFORMATICA","GENIUS",3,"89.00","61.00"
22179,"2017-03-23","Daniel Lima","MARCELO WITEMBERG","DRAGON BLAZER","GAMES","BRAZUCA JOGOS",3,"90.00","40.00"
22180,"2015-02-01","Carla Pereira","EDUARDO SANTOS","HD 3T SAMSUNG","INFORMATICA","SAMSUNG",4,"700.00","300.00"
22181,"2017-02-15","Luan Araujo","RAFAELA LIMA","SAO PAULO / MIAMI","PASSAGENS","AMERICA LINES EXPRESS",4,"2300.00","2156.00"
22182,"2017-06-06","Arthur Martins","DAVID BORGES","O SENHOR DO CRIME","LIVROS","EDITORA AMAZONIA",5,"199.00","120.00"
22183,"2017-03-25","Carolina Rodrigues","SERGIO AGUDO","DIÁRIO ROMÂNTICO","DVDS","EM SPORTS",5,"176.00","100.00"
22184,"2015-06-15","Gabriela Rodrigues","HERMES MACEDO","NOTEBOOK HP INOVE","INFORMATICA","HP",3,"3300.00","2700.00"
22185,"2015-04-07","Alice Santos","RODRIGO BIO","PHONE 4","CELULARES","APPLE",3,"1900.00","1100.00"
22186,"2016-01-17","Kauan Sousa","DEBORA ALMEIDA","BARCO DE PEDRA","LIVROS","EDITORA AMAZONIA",4,"37.00","20.00"
22187,"2015-09-24","Beatriz Lima","HERMES MACEDO","NOTEBOOK HP INOVE","INFORMATICA","HP",1,"3300.00","2700.00"
22188,"2016-10-16","Júlia Lima","CARLOS SENRA","CARTAO SD 64 GB SAMSUNG","INFORMATICA","SAMSUNG",4,"78.00","55.00"
22189,"2016-03-22","Gabriela Costa","JOAO NUNES","SMART TV SAMSUNG 52","TV E AUDIO","SAMSUNG",2,"4300.00","3800.00"
22190,"2017-09-06","Beatriz Souza","EDUARDO SANTOS","TABLET 7 LENOVO","INFORMATICA","LENOVO",5,"600.00","450.00"
22191,"2015-11-03","Victor Dias","MARCELO WITEMBERG","SAO PAULO / RIO DE JANEIRO","PASSAGENS","LINHAS BRASIL EXPRESS",5,"230.00","180.00"
22192,"2016-05-07","Kauan Sousa","TERESA CRISTINA","CRONICAS ANTIGAS","LIVROS","EDITORA MUNDO FANTASIA",5,"189.00","60.00"
22193,"2017-10-01","Rebeca Carvalho","DEBORA ALMEIDA","SAO PAULO / LONDRINA","PASSAGENS","LINHAS BRASIL EXPRESS",1,"310.00","280.00"
22194,"2016-01-20","Arthur Martins","RENE CHIARI","LG C397","CELULARES","LG",4,"500.00","360.00"
22195,"2016-02-05","Eduarda Oliveira","RENE CHIARI","MICROONDAS BRASTEMP","ELETRODOMESTICOS","BRASTEMP",3,"600.00","412.00"
22196,"2016-05-08","Miguel Almeida","PEDRO NUNES","DIABO","GAMES","JOGAR GAMES",3,"99.00","33.00"
22197,"2017-12-03","Kai Correia","CLARA MAFRA","ESCOLINHA DO JUCA","DVDS","STUDIOS HOLLYWOOD",5,"56.00","23.00"
22198,"2016-11-11","Luan Santos","RENE CHIARI","IPAD 64","INFORMATICA","APPLE",1,"2500.00","1700.00"
22199,"2017-04-13","Isabela Goncalves","RODRIGO BIO","DESKTOP A5 HP","INFORMATICA","HP",3,"1300.00","890.00"
22200,"2015-05-23","Marisa Oliveira","CARLOS SENRA","TV LED 50 LG","TV E AUDIO","LG",4,"3100.00","2900.00"
22201,"2015-11-11","Victor Santos","CARLOS SENRA","DRAGON BLAZER","GAMES","BRAZUCA JOGOS",4,"90.00","40.00"
22202,"2017-06-16","Rafaela Azevedo","WALLACE MOREIRA","FANTASY STAR","GAMES","JOGAR GAMES",4,"89.00","30.00"
22203,"2016-07-11","Melissa Azevedo","RENE CHIARI","TV LED 32 SAMSUNG","TV E AUDIO","SAMSUNG",2,"1210.00","763.00"
22204,"2015-04-19","Bianca Almeida","TERESA CRISTINA","FANTASY STAR","GAMES","JOGAR GAMES",4,"89.00","30.00"
22205,"2016-03-09","Antônio Fernandes","SERGIO AGUDO","JUICER CCE","ELETRODOMESTICOS","CCE",2,"430.00","347.00"
22206,"2016-05-06","Leonardo Souza","RODRIGO MARQUES","UM CASO PERDIDO","LIVROS","EDITORA LELIVROS",4,"56.00","20.00"
22207,"2016-08-27","Marina Cunha","MARCELO WITEMBERG","DREAMC QUARTY","CELULARES","DREAMC",3,"180.00","98.00"
22208,"2017-04-01","Aline Correia","SERGIO AGUDO","MOUSE OPTICO","INFORMATICA","GENIUS",2,"59.00","41.00"
22209,"2016-10-04","Emilly Souza","PILAR SANCHES","FUTEBOL 2018","GAMES","JOGAR GAMES",4,"145.00","67.00"
22210,"2017-01-03","Kai Correia","ANTONIO JESUS","TV LED 42 CCE","TV E AUDIO","CCE",3,"1600.00","800.00"
22211,"2015-04-19","Antônio Fernandes","WALLACE MOREIRA","PENDRIVE 64","INFORMATICA","PHILIPS",5,"80.00","45.00"
22212,"2017-06-07","Kaua Santos","TERESA CRISTINA","ARMARIO COZINHA 6 PORTAS","MOVEIS","BRASIL MADEIRAS",2,"2500.00","2030.00"
22213,"2017-02-20","Maria Sousa","WALLACE MOREIRA","MAFIA","GAMES","BRAZUCA JOGOS",5,"120.00","55.00"
22214,"2015-09-18","Kauã Melo","EDUARDO SANTOS","CAVALEIROS DE PRATA","GAMES","BILLZAR GAMES",4,"145.00","89.00"
22215,"2017-03-26","Paulo Ferreira","RODRIGO MARQUES","O IMORTAL","DVDS","EM SPORTS",3,"37.00","26.00"
22216,"2016-05-20","Martim Correia","SILVIO BAHIANA","MOUSE OPTICO","INFORMATICA","MICROSOFT",3,"89.00","51.00"
22217,"2016-01-03","Júlia Pinto","DAVID BORGES","NOTEBOOK HP C-34","INFORMATICA","HP",3,"2300.00","1890.00"
22218,"2015-07-09","Julia Costa","RODRIGO MARQUES","COMBO TECLADO E MOUSE","INFORMATICA","MICROSOFT",3,"310.00","120.00"
22219,"2016-05-07","Júlio Pereira","ANTONIO JESUS","FABULA","GAMES","BRAZUCA JOGOS",4,"120.00","100.00"
22220,"2017-06-26","Emily Cunha","SERGIO AGUDO","SAO PAULO / LIMA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",4,"1900.00","1830.00"
22221,"2017-10-23","Rebeca Carvalho","WALLACE MOREIRA","MOTO Z PLAY 3","CELULARES","MOTOROLA",5,"1150.00","900.00"
22222,"2017-12-20","Guilherme Almeida","RAFAELA LIMA","ROTEADOR 18 PORTAS","INFORMATICA","MULTILASER",4,"300.00","110.00"
22223,"2017-03-13","Luiza Barros","HERMES MACEDO","IPAD 32","INFORMATICA","APPLE",3,"1900.00","1300.00"
22224,"2017-02-07","Carlos Cunha","RENE CHIARI","TV LED 42 SONY","TV E AUDIO","SONY",3,"2000.00","1420.00"
22225,"2017-07-05","Clara Carvalho","EDUARDO SANTOS","PENDRIVE 16","INFORMATICA","PHILIPS",3,"30.00","10.00"
22226,"2015-07-04","Arthur Fernandes","EDUARDO SANTOS","DREAMC QUARTY","CELULARES","DREAMC",4,"180.00","98.00"
22227,"2015-01-11","Antônio Oliveira","SERGIO AGUDO","XTG SOUND","CELULARES","GFORCE",5,"320.00","190.00"
22228,"2015-11-23","Sofia Fernandes","JOAO NUNES","TECLADO WIRELESS MULTILASER","INFORMATICA","MULTILASER",4,"120.00","90.00"
22229,"2017-03-15","Samuel Azevedo","RENE CHIARI","MESA JANTAR 6 LUGARES","MOVEIS","BRASIL MADEIRAS",2,"2500.00","1900.00"
22230,"2016-06-26","Eduarda Cavalcanti","TERESA CRISTINA","LG C397","CELULARES","LG",2,"500.00","360.00"
22231,"2017-04-20","Tiago Ferreira","CARLOS SENRA","RIO DE JANEIRO / LIMA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",5,"1900.00","1570.00"
22232,"2016-06-13","Sophia Azevedo","PILAR SANCHES","SAMSUNG XY 3","CELULARES","SAMSUNG",1,"800.00","498.00"
22233,"2015-09-14","Alice Ribeiro","CELIA TAVARES","THIEF","GAMES","BRAZUCA JOGOS",4,"140.00","70.00"
22234,"2015-06-01","Vitór Ferreira","RODRIGO BIO","TV LED 50 SONY","TV E AUDIO","SONY",1,"3200.00","2465.00"
22235,"2017-08-22","Joao Barros","JOAO NUNES","O PEQUENO","DVDS","EM SPORTS",5,"43.00","23.00"
22236,"2016-05-13","Rodrigo Sousa","PILAR SANCHES","SAO PAULO / LIMA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",5,"1900.00","1830.00"
22237,"2017-02-17","Kaua Ribeiro","CARLOS SENRA","CHAPA A GAS GANCA","ELETRODOMESTICOS","GANCA",2,"1800.00","985.00"
22238,"2015-08-10","Gabrielle Correia","RAFAELA LIMA","PENDRIVE 256","INFORMATICA","PHILIPS",2,"240.00","190.00"
22239,"2015-06-08","Luana Oliveira","CLARA MAFRA","TV LED 50 SAMSUNG","TV E AUDIO","SAMSUNG",2,"3300.00","2900.00"
22240,"2016-06-19","Julieta Cardoso","CLARA MAFRA","RIO DE JANEIRO / MADRID","PASSAGENS","LINHAS INTERNACIONAIS EURO",1,"1800.00","1623.00"
22241,"2017-08-11","Gustavo Barbosa","WALLACE MOREIRA","TABLET 7 LENOVO","INFORMATICA","LENOVO",1,"600.00","450.00"
22242,"2017-08-17","Alex Sousa","DEBORA ALMEIDA","MIXER WALLITA","ELETRODOMESTICOS","WALLITA",1,"160.00","98.00"
22243,"2015-04-14","Alex Ribeiro","RODRIGO MARQUES","SAO PAULO / BELO HORIZONTE","PASSAGENS","LINHAS BRASIL EXPRESS",4,"250.00","200.00"
22244,"2015-10-26","Fábio Pereira","PEDRO NUNES","SAO PAULO / BUENOS AIRES","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",1,"1090.00","1000.00"
22245,"2016-12-09","Carlos Azevedo","WALLACE MOREIRA","NOKIA ASHA 202","CELULARES","NOKIA",3,"700.00","430.00"
22246,"2017-12-02","Julian Azevedo","FABIO AUGUSTO","SAO PAULO / RIO DE JANEIRO","PASSAGENS","LINHAS BRASIL EXPRESS",2,"230.00","180.00"
22247,"2017-03-06","Laura Costa","ANTONIO JESUS","TV LED 50 LG","TV E AUDIO","LG",3,"3100.00","2900.00"
22248,"2017-07-24","Luiz Cunha","MARCELO WITEMBERG","NOKIA 549","CELULARES","NOKIA",5,"450.00","300.00"
22249,"2015-02-11","Bianca Araujo","WALLACE MOREIRA","TABLET 10 LENOVO","INFORMATICA","LENOVO",5,"800.00","650.00"
22250,"2017-05-05","Thaís Barbosa","CARLOS SENRA","ADVANCED AZURE","LIVROS","MICROSOFT",2,"70.00","55.00"
22251,"2017-06-09","Enzo Santos","EDUARDO SANTOS","SMART TV PHILIPS 46","TV E AUDIO","PHILIPS",1,"3199.00","2500.00"
22252,"2017-04-27","Luís Ribeiro","WALLACE MOREIRA","SAO PAULO / RECIFE","PASSAGENS","LINHAS AÃ‰REAS BRAZUCA",3,"360.00","300.00"
22253,"2017-12-16","Isabella Goncalves","EDUARDO SANTOS","O IMORTAL","DVDS","EM SPORTS",4,"37.00","26.00"
22254,"2017-04-14","Renan Carvalho","DEBORA ALMEIDA","DESKTOP P5 ML","INFORMATICA","MULTILASER",3,"1400.00","950.00"
22255,"2016-11-02","José Ribeiro","SERGIO AGUDO","C# PRATICO","LIVROS","MICROSOFT",2,"60.00","45.00"
22256,"2015-08-05","Arthur Rodrigues","MARCELO WITEMBERG","COMBO TECLADO E MOUSE","INFORMATICA","GENIUS",1,"130.00","89.00"
22257,"2016-04-23","Beatrice Martins","MARCELO WITEMBERG","A TEORIA","DVDS","STUDIOS CALIFORNIA",3,"198.00","130.00"
22258,"2016-02-11","Marisa Melo","GERALDO FRANCISCO","LAVA LOUCAS BRASTEMP","ELETRODOMESTICOS","BRASTEMP",5,"3500.00","2945.00"
22259,"2016-03-07","Luis Carvalho","HERMES MACEDO","SAO PAULO / BELO HORIZONTE","PASSAGENS","LINHAS BRASIL EXPRESS",3,"250.00","200.00"
22260,"2017-12-12","Mariana Dias","WALLACE MOREIRA","IPAD MINI 16","INFORMATICA","APPLE",3,"1200.00","790.00"
22261,"2015-10-23","Mateus Araujo","GERALDO FRANCISCO","MEMORIA DDR 3 4GB","INFORMATICA","VISION",4,"80.00","45.00"
22262,"2015-09-13","Estevan Cardoso","HERMES MACEDO","RIO DE JANEIRO / LONDRINA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",4,"430.00","390.00"
22263,"2016-02-04","Letícia Correia","CLARA MAFRA","MEMORIA DDR 3 4GB","INFORMATICA","VISION",4,"80.00","45.00"
22264,"2016-11-02","Leonor Alves","RENATA MONTEIRO","TV LED 42 SONY","TV E AUDIO","SONY",4,"2000.00","1420.00"
22265,"2016-11-18","Isabella Cunha","CELIA TAVARES","SMART TV PANASONIC 32","TV E AUDIO","PANASONIC",2,"1099.00","700.00"
22266,"2016-02-27","André Sousa","JOAO NUNES","PC DUAL CORE","INFORMATICA","PHILIPS",5,"1350.00","890.00"
22267,"2017-06-11","Bruna Melo","WALLACE MOREIRA","CARTOON MOVIE","GAMES","BILLZAR GAMES",4,"99.00","34.00"
22268,"2017-10-07","Luiza Oliveira","LILIAN SALINAS","SAO PAULO / SALVADOR","PASSAGENS","LINHAS AÃ‰REAS BRAZUCA",2,"450.00","400.00"
22269,"2016-05-02","Carlos Azevedo","CELIA TAVARES","NOTEBOOK ACER 17","INFORMATICA","ACER",5,"2100.00","1700.00"
22270,"2017-02-15","Kai Souza","RENATA MONTEIRO","SAO PAULO / SALVADOR","PASSAGENS","LINHAS AÃ‰REAS BRAZUCA",2,"450.00","400.00"
22271,"2017-10-25","Kauan Barbosa","RENATA MONTEIRO","MAFIA","GAMES","BRAZUCA JOGOS",4,"120.00","55.00"
22272,"2017-06-01","Melissa Dias","EDUARDO SANTOS","PENDRIVE 64 ML","INFORMATICA","MULTILASER",4,"85.00","40.00"
22273,"2016-01-25","Carla Pereira","CARLOS SENRA","XTG E1","CELULARES","GFORCE",4,"300.00","200.00"
22274,"2017-01-09","Gabriela Rocha","TERESA CRISTINA","RIO DE JANEIRO / RECIFE","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",3,"560.00","500.00"
22275,"2017-09-13","Melissa Azevedo","JOAO NUNES","PLAYSTATION 3","GAMES","SONY",5,"980.00","590.00"
22276,"2015-07-22","Tomás Melo","SERGIO AGUDO","CARTAO SD 64 GB SAMSUNG","INFORMATICA","SAMSUNG",5,"78.00","55.00"
22277,"2016-08-05","Ryan Oliveira","JOAO NUNES","RACK TV MOGNO","MOVEIS","BRASIL MADEIRAS",1,"1500.00","1087.00"
22278,"2017-01-04","Samuel Araujo","TERESA CRISTINA","TV 3D PHILIPS 42","TV E AUDIO","SONY",2,"3800.00","3201.00"
22279,"2017-06-26","Caio Correia","ANTONIO JESUS","NOTEBOOK ACER 17","INFORMATICA","ACER",4,"2100.00","1700.00"
22280,"2015-06-07","Murilo Souza","RAFAELA LIMA","MP4 32 GB SONY","INFORMATICA","SONY",5,"240.00","120.00"
22281,"2016-12-26","Gustavo Goncalves","JOAO NUNES","HUB SWITCH 6 PORTAS","INFORMATICA","ACER",4,"79.00","60.00"
22282,"2015-09-14","Julian Sousa","RENATA MONTEIRO","MICROONDAS BRASTEMP","ELETRODOMESTICOS","BRASTEMP",1,"600.00","412.00"
22283,"2015-08-15","Kauã Almeida","RODRIGO MARQUES","CONJUNTO DE SOFA","MOVEIS","BRASIL MADEIRAS",4,"3500.00","2954.00"
22284,"2017-01-13","Bruno Sousa","GERALDO FRANCISCO","NOKIA ASHA 202","CELULARES","NOKIA",4,"700.00","430.00"
22285,"2017-05-27","Nicolas Melo","GERALDO FRANCISCO","SAO PAULO / RECIFE","PASSAGENS","LINHAS AÃ‰REAS BRAZUCA",3,"360.00","300.00"
22286,"2015-06-09","Igor Costa","CARLOS SENRA","GRAVITACIONAL","DVDS","STUDIOS CALIFORNIA",4,"78.00","37.00"
22287,"2016-05-07","Júlio Pereira","ANTONIO JESUS","CARTAO SD 64 GB SAMSUNG","INFORMATICA","SAMSUNG",4,"78.00","55.00"
22288,"2017-09-25","Emily Lima","CELIA TAVARES","SAO PAULO / MIAMI","PASSAGENS","AMERICA LINES EXPRESS",2,"2300.00","2156.00"
22289,"2015-12-18","Clara Cavalcanti","PEDRO NUNES","JUICER ARNO","ELETRODOMESTICOS","ARNO",4,"450.00","367.00"
22290,"2015-03-25","Luana Oliveira","PILAR SANCHES","GALAXY NOTE","INFORMATICA","SAMSUNG",1,"2900.00","1542.00"
22291,"2015-03-11","Gabriel Carvalho","MARCELO WITEMBERG","JUST DANCE","GAMES","BILLZAR GAMES",3,"99.00","34.00"
22292,"2017-11-07","Gabrielly Martins","MARCELO WITEMBERG","PENDRIVE 64","INFORMATICA","PHILIPS",4,"80.00","45.00"
22293,"2015-03-21","José Santos","TERESA CRISTINA","RIO DE JANEIRO / MIAMI","PASSAGENS","AMERICA LINES EXPRESS",2,"1900.00","1763.00"
22294,"2017-10-02","Vitor Dias","CELIA TAVARES","JUICER WALLITA","ELETRODOMESTICOS","WALLITA",5,"450.00","367.00"
22295,"2015-04-24","Fernanda Rocha","TERESA CRISTINA","ADVANCED AZURE","LIVROS","MICROSOFT",2,"70.00","55.00"
22296,"2017-12-05","Victor Dias","DAVID BORGES","ROTEADOR 18 PORTAS","INFORMATICA","MULTILASER",4,"300.00","110.00"
22297,"2015-05-15","Beatriz Rocha","SERGIO AGUDO","SMART TV PANASONIC 32","TV E AUDIO","PANASONIC",2,"1099.00","700.00"
22298,"2017-10-21","Sofia Oliveira","MARCELO WITEMBERG","O SUPER-HERÓI","DVDS","STUDIOS HB",2,"45.00","20.00"
22299,"2017-03-17","Guilherme Almeida","WALLACE MOREIRA","NOTEBOOK SONY 3D","INFORMATICA","SONY",3,"2500.00","2000.00"
22300,"2015-06-15","Kaua Rocha","ANTONIO JESUS","NOTEBOOK HP C-34","INFORMATICA","HP",3,"2300.00","1890.00"
22301,"2016-07-07","Gabrielle Fernandes","PILAR SANCHES","TABLET 10 LENOVO","INFORMATICA","LENOVO",4,"800.00","650.00"
22302,"2016-07-05","Martim Barros","HERMES MACEDO","COMBO TECLADO E MOUSE","INFORMATICA","MICROSOFT",5,"310.00","120.00"
22303,"2016-04-03","Bruna Melo","CLARA MAFRA","A CASA","DVDS","STUDIOS HOLLYWOOD",2,"299.00","140.00"
22304,"2017-09-19","Emily Fernandes","CARLOS SENRA","SAO PAULO / LONDRINA","PASSAGENS","LINHAS BRASIL EXPRESS",4,"310.00","280.00"
22305,"2016-11-27","Luis Castro","PEDRO NUNES","DREAMC QUARTY","CELULARES","DREAMC",5,"180.00","98.00"
22306,"2017-12-07","Paulo Dias","DAVID BORGES","CAMA SOLTEIRO","MOVEIS","BRASIL MADEIRAS",4,"600.00","256.00"
22307,"2016-09-06","Emily Goncalves","DEBORA ALMEIDA","CASTELVANIA","GAMES","JOGAR GAMES",3,"120.00","53.00"
22308,"2016-02-09","Júlia Fernandes","CLARA MAFRA","HD 2T","INFORMATICA","MULTILASER",3,"650.00","300.00"
22309,"2015-01-18","André Martins","LILIAN SALINAS","MOTO Z PLAY 3","CELULARES","MOTOROLA",2,"1150.00","900.00"
22310,"2015-02-01","Diogo Fernandes","WALLACE MOREIRA","CHAPA A GAS GANCA","ELETRODOMESTICOS","GANCA",2,"1800.00","985.00"
22311,"2015-11-03","Victor Dias","MARCELO WITEMBERG","MESA JANTAR 6 LUGARES","MOVEIS","BRASIL MADEIRAS",4,"2500.00","1900.00"
22312,"2016-06-14","Rafaela Ferreira","WALLACE MOREIRA","TV LED 42 SAMSUNG","TV E AUDIO","SAMSUNG",3,"2200.00","1354.00"
22313,"2015-09-02","Júlio Carvalho","SILVIO BAHIANA","SONY I5","INFORMATICA","SONY",4,"1800.00","800.00"
22314,"2015-04-02","Rafael Oliveira","LILIAN SALINAS","JUICER ARNO","ELETRODOMESTICOS","ARNO",2,"450.00","367.00"
22315,"2017-08-18","Anna Lima","SERGIO AGUDO","MESA JANTAR 6 LUGARES","MOVEIS","BRASIL MADEIRAS",3,"2500.00","1900.00"
22316,"2016-01-23","Alex Ribeiro","PILAR SANCHES","TV 3D PHILIPS 42","TV E AUDIO","SONY",2,"3800.00","3201.00"
22317,"2015-12-26","Luís Santos","TERESA CRISTINA","LAVADORA LG 10L","ELETRODOMESTICOS","LG",2,"2800.00","2186.00"
22318,"2017-04-23","Cauã Pereira","LILIAN SALINAS","DREAMC VGA","CELULARES","DREAMC",4,"150.00","79.00"
22319,"2016-09-07","Gabrielle Almeida","CLARA MAFRA","TV LED 32 LG","TV E AUDIO","LG",5,"1100.00","850.00"
22320,"2017-02-08","Leonardo Martins","RAFAELA LIMA","NOTEBOOK HP INOVE","INFORMATICA","HP",3,"3300.00","2700.00"
22321,"2017-10-26","Enzo Dias","SERGIO AGUDO","TV LED 32 SONY","TV E AUDIO","SONY",1,"1000.00","750.00"
22322,"2015-08-01","Júlio Pereira","WALLACE MOREIRA","PANIFICADORA BRITANIA","ELETRODOMESTICOS","BRITANIA",2,"250.00","130.00"
22323,"2017-04-09","Alice Santos","ANTONIO JESUS","CARTAO SD 128 GB SANDISK","INFORMATICA","SANDISK",4,"156.00","99.00"
22324,"2017-07-08","Kaua Almeida","JOAO NUNES","NOTEBOOK ACER 15","INFORMATICA","ACER",5,"1500.00","800.00"
22325,"2015-01-01","Enzo Cavalcanti","RENATA MONTEIRO","SAO PAULO / RIO DE JANEIRO","PASSAGENS","LINHAS BRASIL EXPRESS",5,"230.00","180.00"
22326,"2016-08-07","Vitor Correia","SERGIO AGUDO","LAVADORA LG 10L","ELETRODOMESTICOS","LG",4,"2800.00","2186.00"
22327,"2017-09-10","Beatriz Souza","RAFAELA LIMA","PHONE 5","CELULARES","APPLE",3,"2500.00","1900.00"
22328,"2016-07-16","Isabella Santos","CARLOS SENRA","DESKTOP P5 HP","INFORMATICA","HP",2,"1400.00","980.00"
22329,"2015-09-18","Joao Barbosa","LILIAN SALINAS","A TEORIA","DVDS","STUDIOS CALIFORNIA",2,"198.00","130.00"
22330,"2017-04-12","Melissa Almeida","WALLACE MOREIRA","PLAYSTATION 4","GAMES","SONY",4,"1980.00","990.00"
22331,"2016-10-12","Rafael Fernandes","CARLOS SENRA","MESA 4 LUGARES","MOVEIS","MOVEIS VAREJÃƒO",3,"1000.00","823.00"
22332,"2016-04-22","Pedro Azevedo","LILIAN SALINAS","LAVA LOUCAS BRASTEMP","ELETRODOMESTICOS","BRASTEMP",3,"3500.00","2945.00"
22333,"2017-04-05","Kauê Fernandes","RAFAELA LIMA","SAMSUNG E1203","CELULARES","SAMSUNG",3,"560.00","385.00"
22334,"2017-03-08","Ryan Melo","EDUARDO SANTOS","PENDRIVE 16","INFORMATICA","PHILIPS",2,"30.00","10.00"
22335,"2015-06-05","Raissa Alves","GERALDO FRANCISCO","MESA JANTAR 6 LUGARES","MOVEIS","BRASIL MADEIRAS",4,"2500.00","1900.00"
22336,"2017-01-10","Isabela Souza","RENATA MONTEIRO","NOTEBOOK SONY 3D","INFORMATICA","SONY",3,"2500.00","2000.00"
22337,"2015-11-08","Renan Ribeiro","RODRIGO BIO","CAVALEIRO DOS 7 REINOS","LIVROS","EDITORA LELIVROS",4,"30.00","15.00"
22338,"2017-06-25","André Martins","RENE CHIARI","PLAYSTATION 3","GAMES","SONY",4,"980.00","590.00"
22339,"2015-02-03","Livia Santos","FABIO AUGUSTO","IPAD MINI 16","INFORMATICA","APPLE",1,"1200.00","790.00"
22340,"2016-07-27","Carlos Pereira","WALLACE MOREIRA","MEMORIA DDR 3 4GB","INFORMATICA","VISION",4,"80.00","45.00"
22341,"2016-06-23","Camila Cunha","PILAR SANCHES","DRAGON BLAZER","GAMES","BRAZUCA JOGOS",5,"90.00","40.00"
22342,"2016-11-24","Mariana Cavalcanti","HERMES MACEDO","RIO DE JANEIRO / CURITIBA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",3,"450.00","400.00"
22343,"2015-07-08","Júlia Azevedo","TERESA CRISTINA","TV 3D PHILIPS 42","TV E AUDIO","SONY",2,"3800.00","3201.00"
22344,"2017-08-08","Gabrielle Castro","MARCELO WITEMBERG","PENDRIVE 256","INFORMATICA","PHILIPS",3,"240.00","190.00"
22345,"2016-09-03","André Martins","EDUARDO SANTOS","O IMORTAL","DVDS","EM SPORTS",1,"37.00","26.00"
22346,"2017-08-25","João Silva","RODRIGO BIO","MESA 4 LUGARES","MOVEIS","MOVEIS VAREJÃƒO",4,"1000.00","823.00"
22347,"2016-07-02","Gabriela Pinto","LILIAN SALINAS","TV LED 32 LG","TV E AUDIO","LG",4,"1100.00","850.00"
22348,"2015-07-07","André Sousa","SILVIO BAHIANA","TABLET 10 LENOVO","INFORMATICA","LENOVO",4,"800.00","650.00"
22349,"2015-05-06","Júlia Fernandes","DEBORA ALMEIDA","MESA 4 LUGARES","MOVEIS","MOVEIS VAREJÃƒO",4,"1000.00","823.00"
22350,"2015-07-19","Bruno Correia","PEDRO NUNES","GALAXY TAB 10","INFORMATICA","SAMSUNG",1,"2300.00","750.00"
22351,"2015-10-04","Sarah Ferreira","PILAR SANCHES","PENDRIVE 64 ML","INFORMATICA","MULTILASER",4,"85.00","40.00"
22352,"2016-10-23","Kauã Cardoso","DEBORA ALMEIDA","RIO DE JANEIRO / CAMPINAS","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",3,"250.00","210.00"
22353,"2016-02-17","Livia Almeida","FABIO AUGUSTO","TV 3D SONY 42","TV E AUDIO","SONY",3,"3100.00","2684.00"
22354,"2016-01-27","Julia Rodrigues","HERMES MACEDO","DEVILCRY","GAMES","BRAZUCA JOGOS",3,"120.00","65.00"
22355,"2016-04-16","Rebeca Araujo","FABIO AUGUSTO","A TEORIA","DVDS","STUDIOS CALIFORNIA",4,"198.00","130.00"
22356,"2015-05-05","Beatriz Lima","EDUARDO SANTOS","NOKIA 549","CELULARES","NOKIA",5,"450.00","300.00"
22357,"2017-06-10","Rafael Sousa","DAVID BORGES","SAMSUNG DUOS","CELULARES","SAMSUNG",2,"1100.00","750.00"
22358,"2016-08-13","Vitór Rocha","DEBORA ALMEIDA","WINDOWS 2016 VISAO GERAL","LIVROS","MICROSOFT",1,"90.00","45.00"
22359,"2017-05-25","Camila Santos","TERESA CRISTINA","IPOD NANO 16","INFORMATICA","APPLE",5,"300.00","110.00"
22360,"2016-01-11","Beatriz Carvalho","RAFAELA LIMA","NOTEBOOK ACER 17","INFORMATICA","ACER",4,"2100.00","1700.00"
22361,"2017-09-17","Isabelle Souza","TERESA CRISTINA","O PATRÃO","DVDS","STUDIOS HB",3,"78.00","50.00"
22362,"2016-07-17","Giovanna Azevedo","CARLOS SENRA","NOTEBOOK MSFT 17","INFORMATICA","MICROSOFT",3,"3100.00","2700.00"
22363,"2017-05-26","Kauã Lima","PEDRO NUNES","TV LED 50 SONY","TV E AUDIO","SONY",2,"3200.00","2465.00"
22364,"2016-05-19","Cauã Melo","SERGIO AGUDO","UM CASO PERDIDO","LIVROS","EDITORA LELIVROS",4,"56.00","20.00"
22365,"2016-09-08","André Sousa","RENE CHIARI","MEMORIA DDR 3 32GB","INFORMATICA","VISION",2,"350.00","203.00"
